"Temperatura","Humedad","VientoVelocidad","Precipitation","PresionAtmosferica","Localizacion","TipoClima","Estacion"
40,48,4,12,1012.82,"Montania","Soleado","Invierno"
26,24,3.5,10,1025.96,"Costa","Soleado","Verano"
30,82,19.5,75,995.16,"Costa","Lluvioso","Otonio"
28,66,19.5,77,992.37,"Montania","Lluvioso","Verano"
23,91,8.5,66,1013.72,"Llanura","Lluvioso","Otonio"
21,62,14,94,993.79,"Costa","Lluvioso","Primavera"
35,67,5,14,1010.4,"Costa","Soleado","Primavera"
31,67,8,92,990.35,"Llanura","Lluvioso","Primavera"
-18,73,7.5,54,829.27,"Montania","Nublado","Primavera"
28,59,0.5,19,1015.93,"Costa","Nublado","Primavera"
22,27,1.5,7,1016.49,"Montania","Soleado","Invierno"
-4,84,19,84,996.43,"Montania","Nevado","Invierno"
30,93,26.5,79,1015.11,"Costa","Nublado","Otonio"
37,86,7,81,1020.21,"Montania","Soleado","Verano"
24,25,0,1,1015.9,"Costa","Soleado","Otonio"
-6,34,11,89,1104.72,"Costa","Soleado","Otonio"
14,60,13,19,1004.59,"Llanura","Nublado","Otonio"
14,74,3,22,1009.69,"Llanura","Nublado","Primavera"
10,80,17,90,1005.45,"Costa","Lluvioso","Invierno"
17,74,11,72,1017.47,"Costa","Lluvioso","Otonio"
-20,35,2,45,806.03,"Llanura","Nublado","Invierno"
21,48,6,0,1024.48,"Llanura","Soleado","Invierno"
10,59,13,40,1019.43,"Costa","Nublado","Primavera"
32,66,6,92,1010.21,"Llanura","Lluvioso","Primavera"
-8,98,17,64,995.79,"Llanura","Nevado","Invierno"
-10,96,17,82,990.68,"Montania","Nevado","Invierno"
24,72,5.5,38,1009.38,"Llanura","Nublado","Primavera"
24,38,4.5,15,1029.37,"Montania","Soleado","Primavera"
24,41,3.5,17,1011.95,"Costa","Soleado","Verano"
24,70,3,39,1001.02,"Llanura","Nublado","Otonio"
23,60,4.5,13,1029.53,"Montania","Soleado","Verano"
36,39,6,16,1021.93,"Montania","Soleado","Primavera"
75,106,31.5,79,1019.96,"Costa","Lluvioso","Primavera"
18,78,12,22,1001.21,"Montania","Nublado","Invierno"
28,46,2.5,11,1017.75,"Costa","Soleado","Invierno"
26,80,9,85,996.58,"Llanura","Lluvioso","Otonio"
38,60,4.5,8,1013.67,"Llanura","Soleado","Primavera"
16,77,2.5,27,1010.28,"Llanura","Nublado","Verano"
41,25,6.5,13,1015.22,"Montania","Soleado","Verano"
-1,65,7,68,998.96,"Llanura","Nevado","Invierno"
28,81,16,92,1016.39,"Llanura","Lluvioso","Primavera"
11,52,2.5,21,1014.62,"Costa","Nublado","Invierno"
32,78,9.5,15,1005.07,"Montania","Nublado","Primavera"
-4,92,19,94,987.54,"Llanura","Nevado","Invierno"
14,77,3,10,1016.65,"Costa","Nublado","Otonio"
13,79,14.5,77,1004.69,"Montania","Lluvioso","Primavera"
18,100,19,72,1013.43,"Costa","Lluvioso","Primavera"
-1,63,11,66,985.68,"Llanura","Nevado","Invierno"
26,40,9.5,8,1023.36,"Montania","Soleado","Verano"
32,96,6.5,63,1014.93,"Llanura","Lluvioso","Primavera"
28,87,20,55,1006.76,"Llanura","Lluvioso","Primavera"
18,85,28,75,1013.97,"Llanura","Nublado","Verano"
27,48,1.5,9,1018.84,"Costa","Soleado","Primavera"
29,79,14.5,95,994.49,"Llanura","Lluvioso","Verano"
54,107,26,88,991.72,"Montania","Lluvioso","Primavera"
-6,60,14,92,997.9,"Llanura","Nevado","Invierno"
37,35,1.5,14,847.69,"Llanura","Soleado","Invierno"
-9,84,8,91,985.71,"Llanura","Nevado","Invierno"
37,97,22.5,98,1022.28,"Llanura","Soleado","Verano"
27,90,9.5,92,1012.38,"Llanura","Soleado","Verano"
3,40,1,71,868.73,"Montania","Nublado","Otonio"
29,52,2,14,1017.75,"Llanura","Nublado","Invierno"
31,53,10,7,1026.82,"Montania","Soleado","Primavera"
25,74,9.5,47,1002.32,"Llanura","Nublado","Primavera"
17,60,5.5,46,1016.46,"Montania","Nublado","Primavera"
44,58,8,10,1023.52,"Montania","Soleado","Verano"
29,21,5.5,16,1024.98,"Costa","Soleado","Otonio"
6,69,9.5,43,927.25,"Llanura","Soleado","Otonio"
21,36,5,6,1016.04,"Costa","Soleado","Otonio"
38,40,1.5,0,1012.7,"Montania","Soleado","Invierno"
36,34,1.5,3,1013.55,"Montania","Soleado","Otonio"
12,64,11.5,47,1015.12,"Llanura","Nublado","Invierno"
31,43,8,18,1016.97,"Montania","Soleado","Otonio"
11,60,8.5,58,1007.15,"Montania","Lluvioso","Invierno"
40,83,26.5,108,1000.36,"Llanura","Lluvioso","Otonio"
30,71,2,15,1013.8,"Costa","Nublado","Primavera"
9,106,5,107,1007.51,"Llanura","Nublado","Otonio"
64,77,4.5,96,1018.37,"Llanura","Soleado","Primavera"
-8,61,2,80,998.46,"Montania","Nevado","Invierno"
54,107,10,95,1014.99,"Montania","Nublado","Primavera"
29,42,2,0,1011.77,"Montania","Soleado","Invierno"
23,43,6.5,3,1012.05,"Costa","Soleado","Otonio"
16,97,12,73,1012.71,"Montania","Lluvioso","Invierno"
33,51,2.5,21,1018.45,"Llanura","Nublado","Otonio"
11,32,12.5,28,1162.39,"Llanura","Lluvioso","Invierno"
13,70,6,31,1005.2,"Costa","Nublado","Verano"
51,92,38.5,81,990.11,"Montania","Lluvioso","Otonio"
9,92,2.5,82,1013.76,"Llanura","Nublado","Verano"
30,69,4,39,1008.56,"Montania","Nublado","Otonio"
33,65,0.5,5,1024.2,"Llanura","Soleado","Verano"
31,21,0.5,17,1016.93,"Montania","Soleado","Verano"
12,68,3.5,42,1011.57,"Llanura","Nublado","Otonio"
-1,78,7,86,985.74,"Llanura","Nevado","Invierno"
20,43,8,13,1014.9,"Llanura","Soleado","Primavera"
50,78,9,96,1028.56,"Montania","Soleado","Verano"
13,76,5,25,1012.81,"Montania","Nublado","Otonio"
-1,100,24,93,985.55,"Llanura","Nevado","Invierno"
2,94,8,95,998.23,"Llanura","Nevado","Invierno"
3,62,18.5,90,996.67,"Montania","Nevado","Invierno"
31,66,10,75,1052.83,"Llanura","Lluvioso","Verano"
-8,87,4.5,55,982.49,"Llanura","Nevado","Invierno"
39,31,6.5,10,1021.12,"Montania","Soleado","Otonio"
17,60,9.5,25,1012.99,"Llanura","Nublado","Verano"
15,76,8.5,79,995.52,"Costa","Lluvioso","Otonio"
21,55,2,12,861.71,"Montania","Lluvioso","Primavera"
18,54,4.5,41,1018.57,"Montania","Nublado","Otonio"
-10,106,34,100,994.07,"Montania","Nevado","Invierno"
12,52,8.5,31,1010.48,"Costa","Nublado","Primavera"
23,67,3,19,1019.34,"Llanura","Soleado","Verano"
48,25,1.5,57,1026.66,"Llanura","Lluvioso","Primavera"
1,67,8.5,66,981.11,"Llanura","Nevado","Invierno"
-4,96,12,99,988.36,"Llanura","Nevado","Invierno"
34,76,9.5,41,1009.69,"Llanura","Nublado","Primavera"
31,89,19,72,1000.47,"Montania","Lluvioso","Verano"
48,36,7.5,21,1169.45,"Costa","Nublado","Primavera"
31,79,0.5,17,1017.97,"Costa","Nublado","Verano"
22,31,8,15,1010.66,"Montania","Soleado","Otonio"
34,77,5,38,1006.44,"Costa","Nublado","Primavera"
2,44,12,76,990.35,"Costa","Soleado","Verano"
26,84,10.5,71,1016.28,"Montania","Lluvioso","Otonio"
31,30,3,10,1018.48,"Montania","Soleado","Primavera"
26,61,6,31,1006.26,"Llanura","Nublado","Primavera"
33,65,14,14,1001.43,"Llanura","Nublado","Invierno"
22,54,9,5,1017.13,"Montania","Soleado","Verano"
4,52,10,55,992.22,"Llanura","Nublado","Otonio"
42,35,8.5,1,1016.62,"Montania","Soleado","Otonio"
-6,86,5,64,982.27,"Llanura","Nevado","Invierno"
4,66,12,81,990.95,"Montania","Nevado","Invierno"
28,67,9,54,1031.25,"Costa","Lluvioso","Verano"
36,71,9,95,1011.81,"Montania","Nublado","Primavera"
32,27,4.5,17,1017.61,"Costa","Soleado","Invierno"
24,57,3,0,1024.39,"Montania","Soleado","Primavera"
40,68,6.5,18,1019.2,"Llanura","Soleado","Verano"
-6,86,9,84,991.14,"Montania","Nevado","Invierno"
38,36,6.5,13,1015.61,"Montania","Soleado","Otonio"
16,81,18,66,1000.75,"Costa","Lluvioso","Verano"
27,51,11,12,1012.95,"Costa","Nublado","Otonio"
27,98,14.5,84,999.97,"Montania","Lluvioso","Primavera"
18,50,3.5,19,1017.8,"Llanura","Nublado","Verano"
15,64,8,10,1016.72,"Montania","Nublado","Otonio"
23,38,4.5,6,1021.19,"Llanura","Soleado","Otonio"
13,80,16.5,93,1003.4,"Llanura","Nublado","Verano"
12,90,19,76,1004.61,"Llanura","Lluvioso","Invierno"
21,83,15.5,82,1017.86,"Llanura","Lluvioso","Verano"
-20,64,15,25,1184.26,"Llanura","Nublado","Primavera"
29,97,7,91,1011.43,"Costa","Lluvioso","Otonio"
42,38,0.5,18,1024.63,"Costa","Soleado","Verano"
31,24,1,10,1018.91,"Llanura","Soleado","Primavera"
40,98,25,96,1001.9,"Costa","Lluvioso","Otonio"
31,22,8,11,1020.35,"Llanura","Soleado","Invierno"
-10,81,2,98,998.06,"Montania","Nevado","Invierno"
32,65,5,43,1009.08,"Costa","Nublado","Otonio"
20,87,12.5,90,995.59,"Costa","Lluvioso","Otonio"
23,36,7.5,11,1026.31,"Llanura","Soleado","Otonio"
3,65,0.5,82,1051.73,"Costa","Nevado","Invierno"
26,56,7.5,5,1012.54,"Montania","Soleado","Otonio"
24,51,3.5,6,1020.71,"Costa","Soleado","Otonio"
14,71,10,45,1000.28,"Montania","Nublado","Primavera"
25,58,6.5,15,1013.56,"Llanura","Nublado","Otonio"
-18,44,0,10,812.69,"Costa","Soleado","Otonio"
5,78,7.5,18,856.01,"Montania","Lluvioso","Otonio"
28,59,9.5,0,1020.79,"Montania","Soleado","Verano"
18,63,14,93,995.7,"Montania","Lluvioso","Otonio"
17,65,11,37,1017.68,"Costa","Nublado","Verano"
41,31,4,7,1019.47,"Montania","Soleado","Otonio"
17,59,14.5,39,1003,"Llanura","Nublado","Verano"
22,69,15.5,56,992.46,"Montania","Lluvioso","Primavera"
21,42,0.5,10,1022.83,"Montania","Soleado","Verano"
26,88,16.5,97,990.55,"Montania","Lluvioso","Primavera"
26,37,0.5,13,1018.5,"Llanura","Soleado","Invierno"
16,71,9,68,1001.96,"Costa","Lluvioso","Invierno"
15,85,7,64,1007.66,"Costa","Lluvioso","Invierno"
6,45,14.5,64,981.59,"Montania","Nublado","Verano"
-8,67,6,87,1044.79,"Llanura","Nevado","Primavera"
15,56,5,41,1003.42,"Montania","Nublado","Primavera"
6,63,13,19,998.74,"Montania","Nublado","Verano"
32,67,5.5,29,1002.38,"Llanura","Nublado","Otonio"
14,57,4,14,1012.62,"Montania","Nublado","Verano"
36,57,5.5,18,1025.66,"Montania","Soleado","Verano"
34,66,12,61,996.51,"Costa","Lluvioso","Primavera"
36,43,3.5,19,1029.59,"Costa","Soleado","Invierno"
27,68,14,97,1014.56,"Montania","Lluvioso","Primavera"
18,52,10,17,1060.37,"Llanura","Lluvioso","Invierno"
25,51,10,31,1019.42,"Costa","Nublado","Primavera"
42,44,5.5,3,1011.33,"Costa","Soleado","Otonio"
33,21,9.5,13,1024.59,"Costa","Soleado","Primavera"
23,77,14,21,1017.52,"Montania","Nublado","Verano"
24,61,10,12,1018.03,"Costa","Soleado","Primavera"
31,51,3,14,1026.44,"Llanura","Soleado","Verano"
16,63,10.5,29,1013.99,"Costa","Nublado","Primavera"
28,30,2,18,1021.19,"Costa","Soleado","Otonio"
26,74,1.5,42,1002.67,"Montania","Nublado","Primavera"
25,76,8,25,1015.26,"Costa","Nublado","Primavera"
36,51,8.5,18,1021.45,"Montania","Soleado","Verano"
16,66,0.5,37,1011.34,"Costa","Nublado","Primavera"
29,39,12,53,873.32,"Llanura","Lluvioso","Invierno"
40,45,3,16,1016.85,"Montania","Soleado","Verano"
-4,89,1,89,987.55,"Llanura","Nevado","Invierno"
27,64,11,14,1000.6,"Montania","Nublado","Primavera"
-7,69,17.5,53,980.21,"Montania","Nevado","Invierno"
20,62,1.5,25,1010.5,"Costa","Nublado","Verano"
37,69,10,6,1014.9,"Costa","Soleado","Primavera"
34,62,15,93,991.93,"Costa","Lluvioso","Invierno"
14,60,14.5,24,1004.75,"Llanura","Nublado","Invierno"
32,88,15,85,1010.1,"Costa","Lluvioso","Verano"
14,79,12.5,25,1007.81,"Costa","Nublado","Primavera"
32,49,9,16,1026.46,"Llanura","Soleado","Verano"
-10,80,3,73,992.94,"Llanura","Nevado","Invierno"
25,74,16,65,995.54,"Costa","Lluvioso","Primavera"
16,103,17.5,72,995.11,"Montania","Lluvioso","Otonio"
0,87,19,79,988.32,"Llanura","Nevado","Invierno"
18,61,19,81,1014.62,"Costa","Lluvioso","Otonio"
26,83,7.5,87,999.08,"Montania","Lluvioso","Verano"
-13,44,7,94,988.89,"Costa","Lluvioso","Primavera"
29,23,8.5,5,1020.77,"Llanura","Soleado","Verano"
20,52,13.5,49,1007.18,"Costa","Nublado","Primavera"
42,45,5,11,1023.51,"Costa","Soleado","Primavera"
-14,25,5,77,1188.89,"Llanura","Soleado","Otonio"
28,34,5,6,1025.97,"Costa","Soleado","Otonio"
26,95,5,96,1003.36,"Llanura","Lluvioso","Primavera"
30,66,11,75,993.26,"Montania","Lluvioso","Otonio"
25,76,5.5,15,1001.42,"Montania","Nublado","Primavera"
20,67,8,16,1010.01,"Costa","Nublado","Primavera"
32,71,7.5,23,1017.74,"Llanura","Nublado","Verano"
29,31,2,8,1026.81,"Montania","Soleado","Otonio"
31,75,7.5,83,1003.4,"Montania","Lluvioso","Otonio"
31,52,7.5,6,1013.26,"Montania","Soleado","Otonio"
38,35,2,19,1094.58,"Llanura","Soleado","Primavera"
43,25,4.5,12,1021.52,"Montania","Soleado","Otonio"
22,65,6,26,1010.9,"Llanura","Nublado","Verano"
25,76,9.5,12,1018.46,"Llanura","Nublado","Primavera"
33,65,13.5,84,992.87,"Montania","Lluvioso","Otonio"
33,65,6,3,1027.54,"Montania","Soleado","Primavera"
20,78,26,79,1009.23,"Montania","Nublado","Otonio"
23,36,5.5,3,1027.64,"Montania","Soleado","Otonio"
-8,65,2.5,72,984.84,"Llanura","Nevado","Invierno"
3,88,7,51,997.09,"Montania","Nevado","Invierno"
34,62,6.5,14,1011.83,"Costa","Soleado","Primavera"
3,62,7,58,991.27,"Llanura","Nevado","Invierno"
26,60,7.5,50,1003,"Llanura","Lluvioso","Primavera"
14,82,18,83,993.21,"Montania","Lluvioso","Otonio"
39,37,3,4,1020.17,"Montania","Soleado","Invierno"
-15,79,13.5,36,1161.73,"Costa","Soleado","Otonio"
34,98,17,56,1006.26,"Costa","Lluvioso","Primavera"
43,41,1,0,1029.63,"Montania","Soleado","Primavera"
2,68,7,52,984.66,"Llanura","Nevado","Invierno"
0,94,9,53,984.25,"Llanura","Nevado","Invierno"
10,74,1,22,1004.9,"Llanura","Nublado","Otonio"
41,69,8.5,20,945.32,"Montania","Nublado","Primavera"
14,62,8,86,1012.94,"Montania","Lluvioso","Verano"
31,71,6,24,1009.27,"Llanura","Nublado","Primavera"
38,44,1.5,19,1019.7,"Montania","Soleado","Invierno"
24,72,15,11,1008.89,"Montania","Nublado","Primavera"
14,76,28.5,107,1018.21,"Montania","Nublado","Otonio"
16,61,4.5,34,1005.33,"Costa","Nublado","Otonio"
17,60,10,32,1001.52,"Costa","Nublado","Verano"
11,57,10.5,48,1010.65,"Costa","Nublado","Invierno"
24,73,9.5,37,1014.68,"Llanura","Nublado","Primavera"
37,36,7.5,19,1010.82,"Costa","Soleado","Primavera"
30,42,3,19,1026.32,"Montania","Soleado","Verano"
4,96,16,98,998.78,"Montania","Nevado","Invierno"
55,105,14,81,1014.39,"Llanura","Nublado","Primavera"
15,84,18,79,1013.61,"Montania","Lluvioso","Otonio"
92,96,15,72,1014.53,"Costa","Soleado","Primavera"
-7,88,2.5,62,996.46,"Montania","Nevado","Invierno"
22,50,10,47,1006.42,"Llanura","Nublado","Otonio"
52,76,21,89,1019.17,"Montania","Nublado","Primavera"
14,67,14.5,91,995.76,"Llanura","Lluvioso","Verano"
3,84,7.5,57,984.74,"Montania","Nevado","Invierno"
43,44,10,16,1021.8,"Montania","Soleado","Verano"
-10,93,14.5,52,980.53,"Llanura","Nevado","Invierno"
32,74,18,53,1008.11,"Montania","Lluvioso","Verano"
-9,60,13,86,983.24,"Montania","Nevado","Invierno"
33,62,5,46,1017.42,"Costa","Nublado","Otonio"
-5,86,19,70,994.23,"Montania","Nevado","Invierno"
15,69,10.5,21,1009.03,"Montania","Nublado","Primavera"
29,37,0.5,11,1018.5,"Llanura","Soleado","Primavera"
68,96,33.5,79,1002.97,"Llanura","Lluvioso","Verano"
-12,43,15,84,830.69,"Costa","Lluvioso","Verano"
21,92,5,73,997.71,"Montania","Lluvioso","Primavera"
25,65,18,72,1000.77,"Montania","Lluvioso","Verano"
63,94,20.5,109,1001.68,"Llanura","Nublado","Primavera"
17,65,12,42,1005.63,"Montania","Nublado","Primavera"
24,67,14.5,29,1004.16,"Montania","Nublado","Invierno"
40,72,22.5,98,1002.62,"Llanura","Lluvioso","Verano"
34,35,8,11,1012.53,"Llanura","Soleado","Invierno"
28,72,14,73,1005.12,"Costa","Lluvioso","Verano"
-1,63,2,92,994.93,"Llanura","Nevado","Invierno"
22,33,0.5,76,1007.57,"Llanura","Nublado","Primavera"
33,53,3,13,1014.95,"Costa","Soleado","Verano"
38,56,2.5,9,1018.25,"Costa","Soleado","Primavera"
28,88,14.5,73,990.95,"Montania","Lluvioso","Verano"
16,80,9.5,63,1013.04,"Llanura","Lluvioso","Invierno"
8,30,10.5,39,1080.38,"Costa","Nevado","Invierno"
36,107,12,86,1025.55,"Llanura","Soleado","Primavera"
19,77,13,99,1012.63,"Llanura","Soleado","Primavera"
10,60,0.5,43,1002.83,"Costa","Nublado","Primavera"
60,106,21.5,101,1012.16,"Montania","Lluvioso","Otonio"
42,51,5.5,5,1018.62,"Montania","Soleado","Otonio"
24,36,4,13,1020.25,"Costa","Soleado","Primavera"
27,99,14.5,86,997.3,"Costa","Lluvioso","Primavera"
40,69,3,7,1011.66,"Costa","Soleado","Primavera"
30,49,7,0,1024.1,"Montania","Soleado","Primavera"
0,96,6.5,73,998.99,"Llanura","Nevado","Invierno"
-9,96,0.5,50,996.35,"Montania","Nevado","Invierno"
15,65,6.5,23,1013.01,"Montania","Nublado","Primavera"
20,20,5.5,15,1022.42,"Llanura","Soleado","Verano"
41,30,5,0,1025.87,"Llanura","Soleado","Invierno"
0,53,8.5,80,1105.25,"Costa","Nevado","Otonio"
-2,84,3,86,981.81,"Montania","Nevado","Invierno"
18,79,11.5,60,1014.88,"Llanura","Lluvioso","Otonio"
11,92,7.5,58,991.93,"Costa","Lluvioso","Primavera"
23,82,16,72,1002.16,"Montania","Lluvioso","Verano"
29,43,8,16,1019.55,"Costa","Soleado","Verano"
48,39,7.5,99,914.64,"Costa","Soleado","Invierno"
32,60,7,34,1004.69,"Llanura","Nublado","Otonio"
38,53,8.5,15,1019.59,"Costa","Soleado","Primavera"
22,53,5,19,1014.57,"Costa","Nublado","Primavera"
43,56,8.5,3,1022.25,"Llanura","Soleado","Verano"
25,67,7,12,1017.84,"Montania","Soleado","Primavera"
15,69,13,40,1005.58,"Costa","Nublado","Primavera"
16,74,5,49,1015.72,"Llanura","Nublado","Otonio"
16,75,1.5,19,1007.12,"Llanura","Nublado","Verano"
-4,70,2.5,88,986.44,"Llanura","Nevado","Invierno"
29,28,7.5,15,1010.11,"Montania","Soleado","Otonio"
-10,67,15,92,983.74,"Montania","Nevado","Invierno"
32,44,2,9,1028.09,"Montania","Soleado","Primavera"
15,77,2.5,41,1009.26,"Llanura","Nublado","Verano"
26,64,1.5,19,1012.92,"Costa","Soleado","Verano"
-15,63,3.5,55,1135.6,"Montania","Lluvioso","Primavera"
16,60,19.5,83,1006.72,"Costa","Lluvioso","Otonio"
22,64,2.5,3,1016.71,"Costa","Soleado","Verano"
15,59,2.5,30,1011.33,"Llanura","Nublado","Verano"
23,35,6.5,17,1015,"Montania","Soleado","Otonio"
20,93,14.5,75,990.41,"Costa","Lluvioso","Otonio"
25,77,12.5,28,1000.17,"Montania","Nublado","Invierno"
11,71,9.5,30,1006.69,"Montania","Nublado","Otonio"
10,71,1,48,1000.83,"Montania","Nublado","Verano"
-10,82,16,58,993.42,"Montania","Nevado","Invierno"
32,66,1.5,8,1024.92,"Montania","Soleado","Otonio"
43,46,2,6,1022.4,"Costa","Soleado","Invierno"
30,46,4.5,14,1014.22,"Costa","Soleado","Verano"
23,67,10.5,36,1006.23,"Llanura","Nublado","Verano"
12,72,20,101,1008.99,"Costa","Nublado","Invierno"
27,66,6,67,1016.14,"Costa","Lluvioso","Primavera"
43,37,7.5,97,1199.21,"Montania","Nevado","Primavera"
14,91,5,64,1003.09,"Llanura","Lluvioso","Verano"
28,95,13.5,78,1014.9,"Costa","Lluvioso","Otonio"
55,85,20.5,77,1017.97,"Montania","Lluvioso","Primavera"
16,52,12,11,1000.49,"Costa","Nublado","Verano"
50,92,13,101,1021.03,"Montania","Soleado","Otonio"
23,94,17,79,1008.79,"Llanura","Nublado","Otonio"
38,47,6,16,1026.92,"Llanura","Soleado","Primavera"
13,75,14,81,1010.22,"Costa","Lluvioso","Verano"
29,56,10,19,1018.83,"Costa","Nublado","Verano"
15,93,6,68,996.13,"Montania","Lluvioso","Otonio"
17,108,7.5,79,1016.39,"Montania","Soleado","Verano"
-8,98,12.5,73,995.96,"Llanura","Nevado","Invierno"
4,78,4.5,95,989.75,"Montania","Nevado","Invierno"
24,60,11.5,72,990.85,"Costa","Lluvioso","Primavera"
32,59,9,27,1018.8,"Costa","Nublado","Invierno"
36,50,4.5,14,1028.72,"Montania","Soleado","Otonio"
14,69,14.5,29,1018.81,"Costa","Nublado","Otonio"
22,59,1,7,1020.45,"Costa","Soleado","Otonio"
13,51,10,37,1016.84,"Costa","Nublado","Verano"
-9,89,17,94,997.31,"Llanura","Nevado","Invierno"
32,56,11,23,1000.65,"Costa","Nublado","Primavera"
-6,89,12.5,78,989.36,"Montania","Nevado","Invierno"
17,92,20.5,70,1013.39,"Llanura","Nublado","Otonio"
-2,67,13,91,994.16,"Montania","Nevado","Invierno"
30,78,19,55,996.14,"Costa","Lluvioso","Primavera"
37,48,2,16,1023.7,"Costa","Soleado","Primavera"
48,99,38.5,89,995.44,"Montania","Lluvioso","Otonio"
26,74,12,13,1010.7,"Costa","Nublado","Primavera"
11,78,13.5,36,1004.15,"Llanura","Nublado","Primavera"
-5,74,10,40,894.79,"Costa","Nevado","Otonio"
-10,60,1.5,98,993.36,"Llanura","Nevado","Invierno"
30,27,7,6,1023.06,"Montania","Soleado","Verano"
39,70,27,90,1011.48,"Llanura","Lluvioso","Verano"
31,88,8.5,82,1019.85,"Costa","Lluvioso","Otonio"
24,74,12,45,1013.18,"Costa","Nublado","Primavera"
28,58,4.5,4,1018.49,"Costa","Soleado","Primavera"
40,69,8,12,1029.38,"Costa","Soleado","Verano"
20,35,8.5,4,1022.16,"Costa","Soleado","Otonio"
24,22,7,10,1015.13,"Llanura","Soleado","Otonio"
26,57,6,90,975.43,"Llanura","Nevado","Otonio"
27,78,13.5,31,1007.29,"Llanura","Nublado","Invierno"
40,100,23,106,1000.09,"Costa","Nublado","Invierno"
-1,78,17.5,74,993.6,"Montania","Nevado","Invierno"
-6,76,10.5,56,999.6,"Montania","Nevado","Invierno"
70,92,8,74,1011.57,"Montania","Soleado","Verano"
40,35,10,15,1024.88,"Montania","Soleado","Primavera"
22,51,5,20,1017.45,"Montania","Nublado","Primavera"
-8,81,3.5,57,986.66,"Llanura","Nevado","Invierno"
44,62,9,19,1019.09,"Costa","Soleado","Otonio"
72,94,43.5,104,990.64,"Costa","Lluvioso","Primavera"
19,98,15,58,1009.68,"Llanura","Lluvioso","Primavera"
10,63,6.5,19,1007.34,"Montania","Nublado","Invierno"
29,68,8.5,4,1025.88,"Costa","Soleado","Otonio"
6,79,40,71,988.28,"Llanura","Nevado","Invierno"
24,73,9.5,28,1019.73,"Llanura","Nublado","Primavera"
1,72,2.5,75,992.94,"Llanura","Nevado","Invierno"
40,62,7,3,1012.75,"Llanura","Soleado","Otonio"
21,103,31,106,991.33,"Costa","Lluvioso","Verano"
2,108,33,76,993.53,"Llanura","Nevado","Invierno"
15,95,12.5,55,1000.88,"Llanura","Lluvioso","Otonio"
28,94,5,90,1011.88,"Montania","Lluvioso","Verano"
11,87,8,67,1009.61,"Costa","Lluvioso","Otonio"
14,79,8.5,40,1015.53,"Costa","Nublado","Verano"
18,51,8,24,1009.25,"Costa","Nublado","Otonio"
32,57,7.5,16,1011.49,"Llanura","Soleado","Primavera"
73,75,16.5,97,1006.15,"Montania","Lluvioso","Primavera"
30,67,9.5,23,1003.85,"Montania","Nublado","Primavera"
30,88,11.5,71,1000.35,"Montania","Lluvioso","Verano"
-19,68,2.5,54,866.24,"Montania","Nublado","Verano"
38,28,1,5,1021.94,"Costa","Soleado","Primavera"
28,47,7,11,1020.89,"Llanura","Soleado","Verano"
-2,83,12,86,984.98,"Llanura","Nevado","Invierno"
30,51,6,17,1028.17,"Costa","Soleado","Verano"
21,85,8,87,998.15,"Montania","Lluvioso","Invierno"
12,61,9,74,1006.47,"Llanura","Lluvioso","Otonio"
28,84,15,85,1010.67,"Montania","Lluvioso","Primavera"
26,33,3,4,1028.18,"Montania","Soleado","Primavera"
15,84,16.5,74,990.51,"Costa","Lluvioso","Primavera"
35,78,9,89,1014.22,"Costa","Soleado","Otonio"
24,93,16.5,78,1011.65,"Montania","Lluvioso","Otonio"
15,43,12.5,17,910.97,"Costa","Soleado","Verano"
23,54,15,45,1006.64,"Llanura","Nublado","Primavera"
20,75,11,27,1003.6,"Llanura","Nublado","Verano"
34,56,5,0,1015.38,"Costa","Soleado","Primavera"
20,99,16.5,72,1014.9,"Costa","Lluvioso","Primavera"
32,75,1.5,32,1004.2,"Costa","Nublado","Verano"
2,72,4.5,92,992.07,"Montania","Nevado","Invierno"
23,57,8.5,47,1005.7,"Llanura","Nublado","Verano"
-10,40,12.5,43,1189.4,"Llanura","Nublado","Primavera"
29,28,2.5,3,1029.98,"Montania","Soleado","Otonio"
25,70,6,29,1013.37,"Costa","Nublado","Verano"
16,72,15.5,65,1005.38,"Llanura","Lluvioso","Invierno"
32,21,3.5,3,1025.15,"Montania","Soleado","Verano"
24,62,6,31,1009.14,"Montania","Nublado","Verano"
29,96,17.5,54,991.48,"Costa","Lluvioso","Verano"
24,56,8.5,48,1012.3,"Costa","Nublado","Otonio"
